Provinsi/Kabupaten/Kota,
,[Metode Baru] Umur Harapan Hidup Saat Lahir (UHH) (Tahun)
Kota Banjar Baru,72.36
KALIMANTAN TIMUR,74.62
Paser,72.89
Kutai Barat,73.1
Kutai Kartanegara,72.65
Kutai Timur,73.47
Berau,72.32
Penajam Paser Utara,71.71
Mahakam Ulu,72.35
Kota Balikpapan,74.78
Kota Samarinda,74.56
Kota Bontang,74.57
KALIMANTAN UTARA,72.67
Malinau,71.5
Bulungan,72.76
Tana Tidung,71.51
Nunukan,71.41
Kota Tarakan,74.06
SULAWESI UTARA,72.08
Bolaang Mongondow,69.78
Minahasa,71.49
Kepulauan Sangihe,70.51
Kepulauan Talaud,70.57
Minahasa Selatan,70.35
Minahasa Utara,71.68
Bolaang Mongondow Utara,68.05
Siau Tagulandang Biaro,71.27
Minahasa Tenggara,70.52
Bolaang Mongondow Selatan,64.74
Bolaang Mongondow Timur,68.24
Kota Manado,72.18
Kota Bitung,71.38
Kota Tomohon,72.44
Kota Kotamobagu,70.98
SULAWESI TENGAH,68.93
Banggai Kepulauan,66.73
Banggai,70.88
Morowali,69.23
Poso,71.19
Donggala,67.61
Toli-Toli,66.41
Buol,69.32
Parigi Moutong,64.35
Tojo Una-Una,66.08
Sigi,70.15
Banggai Laut,65.81
Morowali Utara,69.77
Kota Palu,71.2
SULAWESI SELATAN,70.97
Kepulauan Selayar,68.81
Bulukumba,68.51
Bantaeng,70.88
Jeneponto,66.81
Takalar,67.64
Gowa,70.7
Sinjai,67.68
Maros,69.28
Pangkajene dan Kepulauan,67.12
Barru,69.35
Bone,67.57
Soppeng,70.2
Wajo,67.82
Sidenreng Rappang,70.41
Pinrang,70.15
Enrekang,71.17
Luwu,70.75
Tana Toraja,73.72
Luwu Utara,69.03
Luwu Timur,70.94
Toraja Utara,73.65
Kota Makasar,72.4
Kota Parepare,71.57
Kota Palopo,71.18
SULAWESI TENGGARA,71.37
Buton,68.46
Muna,70.47
Konawe,70.38
Kolaka,71.3
Konawe Selatan,70.95
Bombana,69.2
Wakatobi,70.59
Kolaka Utara,70.4
Buton Utara,70.96
Konawe Utara,69.59
Kolaka Timur,72.9
Konawe Kepulauan,68.46
Muna Barat,70.39
Buton Tengah,67.78
Buton Selatan,67.76
Kota Kendari,73.93
Kota Baubau,71.36
GORONTALO,68.51
Boalemo,69.61
Gorontalo,67.89
Pohuwato,64.62
Bone Bolango,68.88
Gorontalo Utara,66.3
Kota Gorontalo,72.88
SULAWESI BARAT,65.63
Majene,62.16
Polewali Mandar,62.86
Mamasa,71.2
Mamuju,68.21
Mamuju Utara / Pasangkayu,66.9
Mamuju Tengah,68.97
MALUKU,66.45
Maluku Tenggara Barat / Kepulauan Tanimbar,63.73
Maluku Tenggara,65.46
Maluku Tengah,66.73
Buru,66.72
Kepulauan Aru,63.29
Seram Bagian Barat,62.25
Seram Bagian Timur,60.06
Maluku Barat Daya,62.98
Buru Selatan,66.69
Kota Ambon,71
Kota Tual,66.16
MALUKU UTARA,68.79
Halmahera Barat,66.64
Halmahera Tengah,64.61
Kepulauan Sula,63.68
Halmahera Selatan,66.22
Halmahera Utara,69.88
Halmahera Timur,69.5
Pulau Morotai,67.74
Pulau Taliabu,62.53
Kota Ternate,71.38
Kota Tidore Kepulauan,69.75
PAPUA BARAT,66.46
Fakfak,68.75
Kaimana,65.27
Teluk Wondama,60.57
Teluk Bintuni,61.37
Manokwari,69.18
Sorong Selatan,66.72
Sorong,66.55
Raja Ampat,65.12
Tambrauw,60.68
Maybrat,65.53
Manokwari Selatan,67.84
Pegunungan Arfak,67.5
Kota Sorong,71.4
PAPUA BARAT DAYA,-
Raja Ampat,-
Sorong,-
Sorong Selatan,-
Maybrat,-
Tambrauw,-
Kota Sorong,-
PAPUA,66.23
Merauke,67.31
Jayawijaya,60.26
Jayapura,67.45
Nabire,68.41
Kepulauan Yapen,69.39
Biak Numfor,68.5
Paniai,66.94
Puncak Jaya,65.66
Mimika,72.57
Boven Digoel,60.64
Mappi,65.66
Asmat,58.9
Yahukimo,66.31
Pegunungan Bintang,64.79
Tolikara,66.08
Sarmi,66.74
Keerom,67.04
Waropen,66.68
Supiori,66.36
Mamberamo Raya,58.29
Nduga,55.7
Lanny Jaya,66.31
Mamberamo Tengah,64.05
Yalimo,65.72
Puncak,66.13
Dogiyai,66.13
Intan Jaya,65.93
Deiyai,65.66
Kota Jayapura,70.76
PAPUA SELATAN,-
Merauke,-
Boven Digoel,-
Mappi,-
Asmat,-
PAPUA TENGAH,-
Mimika,-
Dogiyai,-
Deiyai,-
Nabire,-
Paniai,-
Intan Jaya,-
Puncak,-
Puncak Jaya,-
PAPUA PEGUNUNGAN,-
Nduga,-
Jayawijaya,-
Lanny Jaya,-
Tolikara,-
Mamberamo Tengah,-
Yalimo,-
Yahukimo,-
Pegunungan Bintang,-
INDONESIA,71.85
